"","teamname","season","PN","PN-","HIT","HIT-","FO_W","FO_L","CF","CA","FF","FA","SF","SA","GF","GA","ZSO","ZSN","ZSD","TOI","Gm","CF%","CF60","CA60","C+/-","CP60","FF%","FF60","FA60","F+/-","FP60","SF%","SF60","SA60","S+/-","GF%","GF60","GA60","G+/-","ZSO%","PDO","FO%","OFOn%","OCOn%","OSh%","OFenSh%","OSv%","MSF","MSA","BSF","BSA"
"18","EDM","20142015",99,94,778,824,861,884,1582,1572,1130,1162,811,852,55,88,540,671,534,1760.25,36,50.1585288522511,53.924158500213,53.5832978270132,10,107.507456327226,49.3019197207679,38.5172560715807,39.6080102258202,-32,78.1252662974009,48.7672880336741,27.6438005965062,29.0413293566255,-41,38.4615384615385,1.87473370259906,2.9995739241585,-33,50.2793296089385,96.4531124271316,49.3409742120344,71.7699115044248,51.2642225031606,6.78175092478422,4.86725663716814,89.6713615023474,319,310,452,410
"19","VAN","20142015",93,105,584,684,759,790,1407,1406,1068,1020,802,751,60,68,488,601,460,1576.125,33,50.0177746178457,53.5617416131335,53.5236735665001,1,107.085415179634,51.1494252873563,40.6566738044254,38.8294075660243,48,79.4860813704497,51.6419832582099,30.5305733999524,28.5891030216512,51,46.875,2.28408279800143,2.58862717106828,-8,51.4767932489451,98.4267028832712,48.9993544222079,75.0936329588015,57.000710732054,7.48129675810474,5.61797752808989,90.9454061251664,266,269,339,386
"20","MTL","20142015",111,92,589,781,920,763,1555,1573,1094,1106,784,803,69,57,512,611,560,1668.975,35,49.7122762148338,55.9025749337168,56.5496786950074,-18,112.452253628724,49.7272727272727,39.329528602885,39.7609311104121,-12,79.0904597132971,49.40138626339,28.1849638251022,28.8680177953534,-19,54.7619047619048,2.48056441828068,2.04916191075361,12,47.7611940298507,101.702639337179,54.6642899584076,71.6636197440585,50.4180064308682,8.80102040816327,6.30712979890311,92.9016189290162,310,303,461,467
"21","NYR","20142015",81,85,686,690,682,781,1347,1369,998,1019,732,733,68,56,447,562,454,1577.34166666667,33,49.5949926362297,51.2381063075533,52.0749573385601,-22,103.313063646113,49.4794248884482,37.9626058611271,38.7614182089063,-21,76.7240240700334,49.9658703071672,27.8443161225902,27.8823548058178,-1,54.8387096774194,2.58663045947559,2.13016626074461,12,49.6115427302997,101.649781197116,46.6165413533835,73.3466933867736,54.3429844097996,9.2896174863388,6.81362725450902,92.3601637107776,266,286,349,350
"22","N.J","20142015",109,96,617,664,774,852,1388,1416,1023,1101,747,826,50,56,492,612,522,1743.625,37,49.5007132667618,47.7625636246326,48.7260735536598,-28,96.4886371782924,48.1638418079096,35.2025234783855,37.8865868521041,-78,73.0891103304896,47.488874761602,25.7050684636892,28.4235429063015,-79,47.1698113207547,1.72055344469138,1.92701985805434,-6,48.5207100591716,99.913779411431,47.6014760147601,73.0205278592375,53.8184438040346,6.69344042838019,4.88758553274682,93.2203389830508,276,275,365,315
"23","ARI","20142015",100,107,896,921,886,771,1536,1568,1090,1152,757,818,52,74,533,632,492,1680.675,35,49.4845360824742,54.8351108929448,55.9775090365478,-32,110.812619929493,48.6173059768064,38.9129367664778,41.1263331697086,-62,80.0392699361864,48.0634920634921,27.0248560846089,29.2025525458521,-61,41.2698412698413,1.8563969833549,2.64179570708198,-22,52,97.8227658399357,53.4701267350634,69.4495412844037,49.2838541666667,6.86922060766182,4.77064220183486,90.9535452322738,333,334,446,416
"24","PHI","20142015",110,94,819,871,820,789,1403,1532,1031,1132,748,820,60,60,515,567,527,1653.73333333333,35,47.8023850085179,50.9030073369346,55.5833266145287,-129,106.486333951463,47.6652797041147,37.4062726759655,41.0707086995082,-101,78.4769813754737,47.7040816326531,27.1385955010884,29.7508667257921,-72,50,2.17689268725308,2.17689268725308,0,49.4241842610365,100.7043172036,50.9633312616532,72.5509214354995,53.3143264433357,8.02139037433155,5.819592628516,92.6829268292683,283,312,372,400
"25","OTT","20142015",112,110,877,782,736,794,1398,1532,996,1195,723,893,52,62,457,548,525,1610.26666666667,35,47.7133105802048,52.0907510143247,57.0837128425934,-134,109.174463856918,45.4586946599726,37.1118655295189,44.5267864535895,-199,81.6386519831084,44.740099009901,26.9396373271508,33.273991885402,-170,45.6140350877193,1.93756727664155,2.31017636830339,-10,46.5376782077393,100.249365357421,48.1045751633987,72.5903614457831,51.7167381974249,7.19225449515906,5.22088353413655,93.057110862262,273,302,402,337
"26","CBJ","20142015",99,106,971,732,753,807,1276,1506,978,1138,711,853,48,73,464,569,527,1578.65833333333,34,45.8662832494608,48.496877622876,57.2384778213567,-230,105.735355444233,46.2192816635161,37.1708043222357,43.2519175037875,-160,80.4227218260231,45.460358056266,27.022946700521,32.4199346491483,-142,39.6694214876033,1.82433395446555,2.77450788908303,-25,46.8213925327952,98.1930243716642,48.2692307692308,72.6993865030675,55.7210031347962,6.75105485232068,4.9079754601227,91.4419695193435,267,285,298,368
"27","COL","20142015",111,102,758,664,802,847,1347,1654,1006,1225,786,900,64,67,515,578,556,1643.35833333333,35,44.8850383205598,49.1797792122838,60.3885336429973,-307,109.568312855281,45.0918870461676,36.7296643560189,44.7254859205996,-219,81.4551502766185,46.6192170818505,28.6973321906868,32.8595406763589,-114,48.8549618320611,2.33667844809663,2.44621025035116,-3,48.0859010270775,100.698049194232,48.6355366889024,78.1312127236581,58.3518930957684,8.14249363867684,6.36182902584493,92.5555555555556,220,325,341,429
"28","TOR","20142015",102,103,1013,989,834,841,1435,1749,1094,1302,774,912,74,69,446,625,604,1644.64166666667,35,45.0690954773869,52.3518294258628,63.8072123106857,-314,116.159041736548,45.6594323873122,39.9114295413895,47.4997086498072,-208,87.4111381911967,45.9074733096085,28.2371539899776,33.2716853215239,-138,51.7482517482517,2.699676221264,2.51726566577319,5,42.4761904761905,101.994934040528,49.7910447761194,70.7495429616088,53.9372822299652,9.56072351421189,6.76416819012797,92.4342105263158,320,390,341,447
"29","CGY","20142015",89,109,779,649,857,973,1474,1813,1050,1226,751,851,65,65,539,646,645,1789.1,37,44.8433221782781,49.4326756469733,60.8015203174781,-339,110.234195964451,46.1335676625659,35.2132357051031,41.1156447375776,-176,76.3288804426807,46.8789013732834,25.185847632888,28.5394891286122,-100,50,2.17986697222067,2.17986697222067,0,45.5236486486486,101.017053642538,46.8306010928962,71.5238095238095,50.9497964721845,8.65512649800266,6.19047619047619,92.3619271445358,299,375,424,587
"30","BUF","20142015",105,93,891,658,718,901,1152,1902,864,1391,657,999,52,76,447,552,620,1729.05,36,37.721021611002,39.9757092044764,66.0015615511408,-750,105.977270755617,38.3148558758315,29.9817819033573,48.2692808189468,-527,78.2510627223042,39.6739130434783,22.798646655678,34.6664353257569,-342,40.625,1.8044590960354,2.63728637112865,-24,41.8931583880037,100.30715647154,44.3483631871526,76.0416666666667,57.03125,7.91476407914764,6.01851851851852,92.3923923923924,207,392,288,511
