"","teamname","season","PN","PN-","HIT","HIT-","FO_W","FO_L","CF","CA","FF","FA","SF","SA","GF","GA","ZSO","ZSN","ZSD","TOI","Gm","CF%","CF60","CA60","C+/-","CP60","FF%","FF60","FA60","F+/-","FP60","SF%","SF60","SA60","S+/-","GF%","GF60","GA60","G+/-","ZSO%","PDO","FO%","OFOn%","OCOn%","OSh%","OFenSh%","OSv%","MSF","MSA","BSF","BSA"
"11","ARI","20142015",11,12,124,116,98,74,212,197,152,147,95,100,5,8,47,70,55,190.925,4,51.8337408312958,66.6230195102789,61.9091266204007,15,128.53214613068,50.8361204013378,47.767447950766,46.1961503208066,5,93.9635982715726,48.7179487179487,29.8546549692288,31.4259525991882,-5,38.4615384615385,1.57129762995941,2.51407620793505,-3,46.078431372549,97.2631578947368,56.9767441860465,62.5,44.811320754717,5.26315789473684,3.28947368421053,92,57,47,60,50
"12","S.J","20142015",8,10,150,118,135,114,252,239,178,160,114,105,10,8,69,85,95,252.641666666667,5,51.3238289205703,59.847610251674,56.7602335323416,13,116.607843784016,52.6627218934911,42.2733120031665,37.9984826994755,18,80.2717947026421,52.0547945205479,27.0739189233763,24.9365042715308,9,55.5555555555556,2.37490516871722,1.89992413497378,2,42.0731707317073,101.152882205514,54.2168674698795,64.0449438202247,45.2380952380952,8.7719298245614,5.61797752808989,92.3809523809524,64,55,74,79
"13","PIT","20142015",23,22,156,142,112,134,239,230,183,170,141,131,11,5,71,100,75,263.183333333333,6,50.9594882729211,54.4867329491482,52.4349312899753,9,106.921664239124,51.8413597733711,41.7199670698499,38.7562535621557,13,80.4762206320056,51.8382352941176,32.1448926603762,29.8651130390729,10,68.75,2.5077575834336,1.13988981065164,6,48.6301369863014,103.984624546587,45.5284552845528,77.0491803278689,58.9958158995816,7.80141843971631,6.01092896174863,96.1832061068702,42,39,56,60
"14","NSH","20142015",12,16,83,101,104,148,237,231,172,165,134,114,10,5,93,89,70,228.441666666667,5,50.6410256410256,62.2478386167147,60.6719439681903,6,122.919782584905,51.0385756676558,45.1756465910334,43.3371028344216,7,88.5127494254551,54.0322580645161,35.1949804837121,29.941998321964,20,66.6666666666667,2.62649108087404,1.31324554043702,5,57.0552147239264,103.076721654883,41.2698412698413,77.9069767441861,56.5400843881857,7.46268656716418,5.81395348837209,95.6140350877193,38,51,65,66
"15","NYR","20142015",11,9,114,123,131,142,243,241,184,166,128,120,13,7,90,96,87,309.841666666667,6,50.2066115702479,47.0562921922487,46.6689976063043,2,93.725289798553,52.5714285714286,35.6311019068879,32.145450633388,18,67.776552540276,51.6129032258064,24.7868535004438,23.237675156666,8,65,2.51741480863882,1.35553105080552,6,50.8474576271186,104.322916666667,47.985347985348,69.5652173913043,52.6748971193416,10.15625,7.06521739130435,94.1666666666667,56,46,59,75
"16","MIN","20142015",18,16,111,118,154,143,282,284,195,207,135,148,12,15,100,106,91,286.808333333333,6,49.8233215547703,58.9941017520411,59.4124996368074,-2,118.406601388849,48.5074626865672,40.7937937647093,43.3041810733068,-12,84.0979748380161,47.7031802120141,28.2418572217218,30.9614434727024,-13,44.4444444444444,2.5103873085975,3.13798413574687,-3,52.3560209424084,98.7537537537537,51.8518518518519,69.2307692307692,47.8723404255319,8.88888888888889,6.15384615384615,89.8648648648649,60,59,87,77
"17","PHI","20142015",22,18,190,186,164,173,281,284,203,198,140,143,14,9,112,130,95,345.008333333333,7,49.7345132743363,48.8683848216227,49.3901113499674,-3,98.2584961715901,50.6234413965087,35.3034950846598,34.4339508707519,5,69.7374459554117,49.469964664311,24.3472379894205,24.8689645177653,-3,60.8695652173913,2.43472379894205,1.56517958503418,5,54.1062801932367,103.706293706294,48.6646884272997,68.9655172413793,49.8220640569395,10,6.89655172413793,93.7062937062937,63,55,78,86
"18","WSH","20142015",20,18,144,157,126,123,228,233,169,190,123,130,14,9,69,104,76,284.325,6,49.4577006507592,48.1139541018201,49.1690846742284,-5,97.2830387760485,47.075208913649,35.6634133474017,40.0949617515168,-21,75.7583750989185,48.6166007905138,25.9562120812451,27.4333948826167,-7,60.8695652173913,2.95436560274334,1.899235030335,5,47.5862068965517,104.459036898061,50.6024096385542,72.7810650887574,53.9473684210526,11.3821138211382,8.28402366863905,93.0769230769231,46,60,59,43
"19","CAR","20142015",14,21,140,145,167,147,302,308,219,227,148,146,6,12,86,114,114,336.85,7,49.5081967213115,53.7924892385335,54.8612141902924,-6,108.653703428826,49.1031390134529,39.0084607392014,40.4334273415467,-8,79.4418880807481,50.3401360544218,26.3618821433873,26.0056404928009,2,33.3333333333333,1.06872495175894,2.13744990351789,-6,43,95.8348759718623,53.1847133757962,67.5799086757991,49.0066225165563,4.05405405405405,2.73972602739726,91.7808219178082,71,81,83,81
"20","VAN","20142015",7,12,56,69,84,93,159,171,113,121,87,88,1,10,63,64,50,200.05,4,48.1818181818182,47.6880779805049,51.2871782054486,-12,98.9752561859535,48.2905982905983,33.8915271182204,36.2909272681829,-8,70.1824543864034,49.7142857142857,26.0934766308423,26.3934016495876,-1,9.09090909090909,0.299925018745314,2.99925018745314,-9,55.7522123893805,89.78578892372,47.4576271186441,76.9911504424779,54.7169811320755,1.14942528735632,0.884955752212389,88.6363636363636,26,33,46,50
"21","MTL","20142015",16,17,80,131,120,102,210,224,146,146,99,98,13,5,73,81,68,232.858333333333,5,48.3870967741936,54.1101528110797,57.7174963318184,-14,111.827649142898,50,37.6194395734173,37.6194395734173,0,75.2388791468346,50.253807106599,25.509072039509,25.2514046451705,1,72.2222222222222,3.34967612640017,1.28833697169237,8,51.7730496453901,108.029272314987,54.0540540540541,67.8082191780822,47.1428571428571,13.1313131313131,8.9041095890411,94.8979591836735,47,48,64,78
"22","STL","20142015",27,14,119,159,166,136,237,253,181,188,127,130,13,10,87,114,101,284.2,6,48.3673469387755,50.0351864883885,53.4130893736805,-16,103.448275862069,49.0514905149051,38.2125263898663,39.6903589021816,-7,77.9028852920479,49.4163424124514,26.8121041520056,27.4454609429979,-3,56.5217391304348,2.74454609429979,2.11118930330753,3,46.2765957446809,102.543912780133,54.9668874172185,70.1657458563536,53.5864978902954,10.2362204724409,7.18232044198895,92.3076923076923,54,58,56,65
"23","EDM","20142015",16,13,204,196,163,167,309,325,216,240,143,173,11,16,103,124,103,357.708333333333,7,48.7381703470032,51.8299359347699,54.5136866627839,-16,106.343622597554,47.3684210526316,36.2306348281887,40.2562609202097,-24,76.4868957483984,45.253164556962,23.9860221316249,29.0180547466511,-30,40.7407407407407,1.84507862550961,2.68375072801398,-5,50,98.4437527790129,49.3939393939394,66.2037037037037,46.2783171521036,7.69230769230769,5.09259259259259,90.7514450867052,73,67,93,85
"24","CGY","20142015",18,24,139,109,145,164,295,311,204,221,156,146,8,12,104,105,100,330.633333333333,7,48.6798679867987,53.5336223409618,56.4371408408106,-16,109.970763181772,48,37.0198608730719,40.1048492791612,-17,77.1247101522331,51.6556291390729,28.3093053735256,26.4946063111201,10,40,1.45175924992439,2.17763887488658,-4,50.9803921568627,96.9090270460133,46.9255663430421,76.4705882352941,52.8813559322034,5.12820512820513,3.92156862745098,91.7808219178082,48,75,91,90
"25","OTT","20142015",15,18,171,134,118,142,244,281,169,212,128,158,10,12,73,94,93,287.566666666667,6,46.4761904761905,50.9099339283644,58.6298829256984,-37,109.539816854063,44.3569553805774,35.2613886634983,44.2332212820216,-43,79.4946099455199,44.7552447552448,26.7068505853715,32.966268691318,-30,45.4545454545455,2.08647270198215,2.50376724237858,-2,43.9759036144578,100.217563291139,45.3846153846154,75.7396449704142,52.4590163934426,7.8125,5.91715976331361,92.4050632911392,41,54,75,69
"26","CBJ","20142015",21,21,196,118,127,121,193,240,142,185,107,136,6,8,65,101,82,279.875,6,44.5727482678984,41.3756141134435,51.4515408664582,-47,92.8271549799017,43.4250764525994,30.4421616793211,39.6605627512282,-43,70.1027244305494,44.0329218106996,22.9388119696293,29.1558731576597,-29,42.8571428571429,1.28628852166146,1.71505136221527,-2,44.2176870748299,99.7251236943376,51.2096774193548,75.3521126760563,55.440414507772,5.60747663551402,4.22535211267606,94.1176470588235,35,49,51,55
"27","COL","20142015",22,21,127,122,135,131,226,276,161,209,123,158,6,4,79,86,101,281.283333333333,6,45.0199203187251,48.2076198376489,58.8730224565977,-50,107.080642294247,43.5135135135135,34.3425964330153,44.5813829472063,-48,78.9239793802216,43.7722419928826,26.2368904426142,33.7026722758784,-35,60,1.27984831427386,0.853232209515909,2,43.8888888888889,102.346403210868,50.7518796992481,76.3975155279503,54.4247787610619,4.8780487804878,3.72670807453416,97.4683544303797,38,51,65,67
"28","N.J","20142015",22,20,118,153,164,188,287,339,211,250,151,180,6,14,106,122,124,387.625,8,45.8466453674121,44.4243792325056,52.4733956788133,-52,96.8977749113189,45.7700650759219,32.6604321186714,38.6971944534021,-39,71.3576265720735,45.619335347432,23.3731054498549,27.8619800064495,-29,30,0.928732666881651,2.16704288939052,-8,46.0869565217391,96.1957321559971,46.5909090909091,71.563981042654,52.6132404181185,3.97350993377483,2.8436018957346,92.2222222222222,60,70,76,89
"29","BUF","20142015",17,19,144,126,163,160,234,338,190,237,152,183,13,15,93,115,115,341.041666666667,7,40.9090909090909,41.1679902260232,59.4648747709224,-104,100.632864996946,44.4964871194379,33.4270006108735,41.6957849725107,-47,75.1227855833842,45.3731343283582,26.7416004886988,32.1954795357361,-31,46.4285714285714,2.2871105681124,2.63897373243739,-2,44.7115384615385,100.355910267472,50.4643962848297,80,64.957264957265,8.55263157894737,6.84210526315789,91.8032786885246,38,54,44,101
"30","TOR","20142015",21,24,269,224,165,211,318,457,245,342,168,232,15,15,79,137,160,394.466666666667,8,41.0322580645161,48.3691059658611,69.5115768125739,-139,117.880682778435,41.7376490630324,37.2655061686666,52.0196045293223,-97,89.2851106979888,42,25.5534899442285,35.2881527801251,-64,50,2.28156160216326,2.28156160216326,0,33.0543933054393,102.463054187192,43.8829787234043,68.5714285714286,52.8301886792453,8.92857142857143,6.12244897959184,93.5344827586207,77,110,73,115
