"","teamname","season","PN","PN-","HIT","HIT-","FO_W","FO_L","CF","CA","FF","FA","SF","SA","GF","GA","ZSO","ZSN","ZSD","TOI","Gm","CF%","CF60","CA60","C+/-","CP60","FF%","FF60","FA60","F+/-","FP60","SF%","SF60","SA60","S+/-","GF%","GF60","GA60","G+/-","ZSO%","PDO","FO%","OFOn%","OCOn%","OSh%","OFenSh%","OSv%","MSF","MSA","BSF","BSA"
"11","S.J","20142015",15,19,196,165,202,164,335,329,253,226,168,153,16,10,95,126,145,351.358333333333,7,50.4518072289157,57.2065555107559,56.1819604866826,6,113.388515997439,52.8183716075157,43.2037568484216,38.593079240092,27,81.7968360885136,52.3364485981308,28.6886606740507,26.1271731138676,15,61.5384615384615,2.73225339752864,1.7076583734554,6,39.5833333333333,102.987861811391,55.1912568306011,66.403162055336,50.1492537313433,9.52380952380952,6.32411067193676,93.4640522875817,85,73,82,103
"12","VAN","20142015",18,21,147,156,160,154,304,300,227,205,171,144,9,17,97,126,91,335.366666666667,7,50.3311258278146,54.3882317861048,53.6725971573402,4,108.060828943445,52.5462962962963,40.6122651823874,36.6762747241825,22,77.2885399065699,54.2857142857143,30.5933803796839,25.7628466355233,27,34.6153846153846,1.61017791472021,3.04144717224928,-8,51.5957446808511,93.4576023391813,50.9554140127389,75.3303964757709,56.25,5.26315789473684,3.9647577092511,88.1944444444444,56,61,77,95
"13","PIT","20142015",22,19,154,153,100,121,217,213,162,162,117,122,8,7,61,87,73,268.691666666667,6,50.4651162790698,48.4570294327451,47.5638123003443,4,96.0208417330894,50,36.1752938622337,36.1752938622337,0,72.3505877244673,48.9539748953975,26.1266011227243,27.2431225382254,-5,53.3333333333333,1.78643426480166,1.56312998170145,1,45.5223880597015,101.099901919574,45.2488687782805,72.2222222222222,53.9170506912442,6.83760683760684,4.93827160493827,94.2622950819672,45,40,55,51
"14","MIN","20142015",15,15,87,107,121,108,234,230,161,160,116,97,10,11,81,85,63,234.55,5,50.4310344827586,59.8593050522277,58.8360690684289,4,118.695374120657,50.1557632398754,41.1852483479002,40.9294393519505,1,82.1146876998508,54.4600938967136,29.6738435301641,24.81347260712,19,47.6190476190476,2.55808995949691,2.8138989554466,-1,56.25,97.2804834696054,52.8384279475983,72.0496894409938,49.5726495726496,8.62068965517241,6.2111801242236,88.659793814433,45,63,73,70
"15","OTT","20142015",15,14,171,140,121,137,269,270,181,201,128,143,7,10,87,101,70,293.016666666667,6,49.9072356215213,55.0821910016495,55.2869575109493,-1,110.369148512599,47.3821989528796,37.062738183266,41.1580683692623,-20,78.2208065525283,47.2324723247232,26.210113190376,29.2816108298732,-15,41.1764705882353,1.43336556509869,2.04766509299812,-3,55.4140127388535,98.475743006993,46.8992248062016,70.7182320441989,47.5836431226766,5.46875,3.86740331491713,93.006993006993,53,58,88,69
"16","DAL","20142015",14,17,119,94,124,113,229,230,171,173,113,119,8,13,64,100,73,230.916666666667,5,49.8910675381264,59.501984843017,59.7618188379646,-1,119.263803680982,49.7093023255814,44.431613136052,44.9512811259473,-2,89.3828942619993,48.7068965517241,29.361241429087,30.920245398773,-6,38.0952380952381,2.07867195958138,3.37784193431974,-5,46.7153284671533,96.1552762698,52.3206751054852,66.0818713450292,49.3449781659389,7.07964601769912,4.67836257309941,89.0756302521008,58,54,58,57
"17","NYI","20142015",16,20,143,136,127,166,268,276,194,189,132,135,12,14,87,115,91,295.25,6,49.2647058823529,54.4623200677392,56.0880609652837,-8,110.550381033023,50.6527415143603,39.424216765453,38.4081287044877,5,77.8323454699407,49.438202247191,26.8247248094835,27.4343776460627,-3,46.1538461538462,2.43861134631668,2.84504657070279,-2,48.876404494382,98.7205387205387,43.3447098976109,68.0412371134021,49.2537313432836,9.09090909090909,6.18556701030928,89.6296296296296,62,54,74,87
"18","NSH","20142015",13,14,128,115,133,177,286,296,206,212,154,151,11,8,97,99,114,292.308333333333,6,49.1408934707904,58.7051344185649,60.7577614961371,-10,119.462895914702,49.2822966507177,42.2841177979873,43.5156940445306,-6,85.7998118425179,50.4918032786885,31.6104569946119,30.9946688713402,3,57.8947368421053,2.25788978532942,1.64210166205776,3,45.9715639810427,101.844843897824,42.9032258064516,74.7572815533981,53.8461538461538,7.14285714285714,5.33980582524272,94.7019867549669,52,61,80,84
"19","MTL","20142015",19,15,86,118,149,129,262,272,184,190,125,140,12,10,89,106,83,284.291666666667,6,49.063670411985,55.2953246372563,57.4058332111974,-10,112.701157848454,49.1978609625668,38.8333577605159,40.0996629048805,-6,78.9330206653964,47.1698113207547,26.3813571742635,29.5471200351751,-15,54.5454545454545,2.5326102887293,2.11050857394108,2,51.7441860465116,102.457142857143,53.5971223021583,67.9347826086957,47.7099236641221,9.6,6.52173913043478,92.8571428571429,59,50,78,82
"20","CGY","20142015",13,20,142,138,169,192,322,333,233,238,160,162,11,16,133,114,114,340.883333333333,7,49.1603053435115,56.676282207989,58.6124284945974,-11,115.288710702586,49.4692144373673,41.0110986163399,41.8911651102528,-5,82.9022637265927,49.6894409937888,28.1621278052119,28.5141544027771,-2,40.7407407407407,1.93614628660832,2.8162127805212,-5,53.8461538461538,96.9984567901235,46.814404432133,68.6695278969957,49.6894409937888,6.875,4.72103004291846,90.1234567901235,73,76,89,95
"21","STL","20142015",21,25,109,135,164,138,249,261,194,184,155,138,13,16,92,121,89,277.291666666667,6,48.8235294117647,53.8782870022539,56.4748309541698,-12,110.353117956424,51.3227513227513,41.977460555973,39.8136739293764,10,81.7911344853494,52.901023890785,33.5386927122464,29.8602554470323,17,44.8275862068966,2.81292261457551,3.46205860255447,-3,50.828729281768,96.7928938756428,54.3046357615894,79.8969072164948,62.2489959839357,8.38709677419355,6.70103092783505,88.4057971014493,39,46,55,77
"22","WSH","20142015",15,16,121,134,147,127,269,286,188,210,132,148,13,9,79,99,96,284.791666666667,6,48.4684684684685,56.6730065837601,60.2545720555962,-17,116.927578639356,47.2361809045226,39.6079005120702,44.2428675932699,-22,83.8507681053402,47.1428571428571,27.8098024871982,31.1806876371617,-16,59.0909090909091,2.73884418434528,1.89612289685443,4,45.1428571428571,103.767403767404,53.6496350364963,70.2127659574468,49.0706319702602,9.84848484848485,6.91489361702128,93.9189189189189,56,62,81,76
"23","N.J","20142015",18,14,165,149,153,191,310,331,228,250,151,173,8,12,118,120,106,346.841666666667,7,48.3619344773791,53.6267749453401,57.2595564738954,-21,110.886331419235,47.6987447698745,39.4416280243147,43.2473991494678,-22,82.6890271737825,46.6049382716049,26.1214290862786,29.9272002114317,-22,40,1.38391677278297,2.07587515917446,-4,52.6785714285714,98.361597060062,44.4767441860465,66.2280701754386,48.7096774193548,5.29801324503311,3.50877192982456,93.0635838150289,77,77,82,81
"24","COL","20142015",20,18,109,106,141,146,243,276,169,205,125,149,11,13,95,95,97,283.95,6,46.8208092485549,51.3470681458003,58.3201267828843,-33,109.667194928685,45.1871657754011,35.7105124141574,43.3174854727945,-36,79.0279978869519,45.6204379562044,26.4131008980454,31.4844162704702,-24,45.8333333333333,2.324352879028,2.74696249339672,-2,49.4791666666667,100.075167785235,49.1289198606272,73.9644970414201,51.440329218107,8.8,6.50887573964497,91.2751677852349,44,56,74,71
"25","ANA","20142015",21,23,166,171,156,155,254,293,194,207,131,139,15,9,84,119,108,318.041666666667,7,46.4351005484461,47.9182497052273,55.2757762347701,-39,103.194025939997,48.3790523690773,36.5989781213153,39.0514869644963,-13,75.6504650858116,48.5185185185185,24.7137429582078,26.222979169396,-8,62.5,2.82981789597799,1.69789073758679,6,43.75,104.975561535504,50.1607717041801,67.5257731958763,51.5748031496063,11.4503816793893,7.7319587628866,93.5251798561151,63,68,60,86
"26","NYR","20142015",8,8,93,96,109,116,182,226,138,161,99,117,13,11,60,84,81,246.775,5,44.6078431372549,44.2508357815824,54.9488400364705,-44,99.1996758180529,46.1538461538462,33.5528315266944,39.1449701144767,-23,72.6978016411711,45.8333333333333,24.0705095734981,28.4469658595887,-18,54.1666666666667,3.16077398439874,2.67450106372201,2,42.5531914893617,103.729603729604,48.4444444444444,71.7391304347826,54.3956043956044,13.1313131313131,9.42028985507246,90.5982905982906,39,44,44,65
"27","PHI","20142015",20,16,142,169,139,140,204,261,160,180,112,119,7,5,88,106,85,286.316666666667,6,43.8709677419355,42.7498690261366,54.6946853716747,-57,97.4445543978113,47.0588235294118,33.5293090401071,37.7204726701205,-20,71.2497817102276,48.4848484848485,23.470516328075,24.9374235985797,-7,58.3333333333333,1.46690727050469,1.04779090750335,2,50.8670520231214,102.048319327731,49.8207885304659,70,54.9019607843137,6.25,4.375,95.7983193277311,48,61,44,81
"28","CBJ","20142015",24,18,189,127,118,131,188,270,141,189,99,140,9,4,62,89,98,271.858333333333,6,41.0480349344978,41.4921987554793,59.589859914784,-82,101.082058670263,42.7272727272727,31.1191490666094,41.7129019403488,-48,72.8320510069583,41.4225941422594,21.8496153020875,30.8984458817399,-41,69.2307692307692,1.98632866382613,0.882812739478282,5,38.75,106.233766233766,47.3895582329317,70.2127659574468,52.6595744680851,9.09090909090909,6.38297872340426,97.1428571428571,42,49,47,81
"29","TOR","20142015",20,18,226,207,134,171,278,375,219,279,155,185,15,10,65,121,119,326.641666666667,7,42.572741194487,51.0651325356532,68.8828226649999,-97,119.947955200653,43.9759036144578,40.2275684363599,51.2488200627599,-60,91.4763884991198,45.5882352941176,28.4715667015333,33.9821925147333,-30,60,2.7553129066,1.83687527106666,5,35.3260869565217,104.272013949433,43.9344262295082,70.7762557077626,55.7553956834532,9.67741935483871,6.84931506849315,94.5945945945946,64,94,59,96
"30","BUF","20142015",14,14,133,117,157,129,195,328,150,233,113,170,10,13,82,88,116,301.641666666667,6,37.2848948374761,38.7877448407327,65.2429759372324,-133,104.030720777965,39.1644908616188,29.8367268005636,46.3463822968754,-83,76.183109097439,39.9293286219081,22.4770008564246,33.8149570406387,-57,43.4782608695652,1.98911512003757,2.58584965604884,-3,41.4141414141414,101.202498698594,54.8951048951049,75.3333333333333,57.9487179487179,8.84955752212389,6.66666666666667,92.3529411764706,37,63,45,95
